Edges in the graph (u, v, w):
(33, 82, 9)
(33, 44, 43)
(33, 86, 47)
(33, 76, 22)
(33, 50, 49)
(33, 36, 28)
(33, 35, 12)
(33, 52, 9)
(33, 62, 13)
(33, 40, 12)
(34, 83, 17)
(34, 69, 17)
(34, 54, 11)
(34, 41, 48)
(34, 74, 16)
(34, 45, 48)
(34, 49, 44)
(34, 96, 19)
(34, 75, 32)
(34, 62, 31)
(34, 93, 15)
(34, 72, 42)
(34, 71, 6)
(34, 90, 14)
(34, 92, 47)
(34, 38, 26)
(34, 66, 15)
(34, 53, 33)
(34, 88, 3)
(34, 37, 50)
(34, 78, 42)
(34, 97, 4)
(34, 76, 25)
(34, 94, 38)
(34, 85, 7)
(34, 73, 15)
(34, 59, 1)
(34, 52, 13)
(34, 47, 2)
(34, 57, 28)
(34, 79, 32)
(34, 60, 31)
(34, 48, 37)
(34, 44, 7)
(34, 80, 31)
(34, 84, 50)
(34, 61, 34)
(34, 87, 6)
(34, 36, 42)
(34, 99, 4)
(34, 68, 10)
(34, 40, 34)
(34, 81, 47)
(34, 35, 4)
(34, 64, 6)
(34, 91, 11)
(34, 65, 13)
(34, 70, 33)
(34, 43, 45)
(34, 95, 24)
(34, 46, 19)
(34, 39, 19)
(34, 63, 5)
(34, 89, 11)
(34, 50, 11)
(34, 82, 44)
(34, 55, 11)
(34, 56, 23)
(34, 67, 30)
(34, 77, 4)
(34, 42, 10)
(34, 51, 44)
(34, 98, 2)
(34, 86, 41)
(34, 58, 24)
(35, 57, 42)
(35, 78, 38)
(35, 91, 36)
(35, 75, 33)
(35, 40, 9)
(35, 65, 41)
(35, 54, 47)
(35, 95, 17)
(35, 50, 21)
(35, 64, 16)
(35, 59, 31)
(35, 80, 29)
(35, 37, 28)
(35, 79, 50)
(35, 74, 31)
(35, 48, 4)
(35, 94, 45)
(35, 55, 8)
(35, 86, 33)
(35, 87, 29)
(35, 84, 3)
(35, 60, 2)
(35, 99, 25)
(35, 47, 8)
(35, 38, 30)
(35, 49, 50)
(35, 73, 8)
(35, 96, 48)
(35, 63, 29)
(35, 97, 29)
(35, 77, 45)
(35, 72, 46)
(35, 68, 21)
(35, 98, 45)
(35, 81, 48)
(35, 89, 23)
(35, 83, 32)
(35, 67, 41)
(35, 92, 22)
(35, 70, 2)
(35, 39, 50)
(35, 36, 26)
(35, 85, 11)
(35, 45, 10)
(35, 93, 7)
(35, 71, 24)
(35, 41, 44)
(35, 51, 33)
(35, 43, 21)
(35, 69, 5)
(35, 61, 3)
(35, 82, 7)
(35, 90, 14)
(35, 76, 49)
(35, 52, 30)
(35, 46, 41)
(35, 44, 9)
(35, 58, 15)
(35, 62, 38)
(35, 56, 40)
(35, 42, 46)
(35, 88, 15)
(35, 53, 8)
(35, 66, 8)
(36, 68, 46)
(36, 88, 33)
(36, 92, 28)
(36, 66, 46)
(36, 41, 49)
(36, 57, 31)
(36, 52, 13)
(36, 95, 12)
(36, 49, 33)
(36, 81, 28)
(36, 84, 25)
(36, 62, 8)
(36, 44, 25)
(36, 59, 18)
(36, 69, 10)
(36, 79, 33)
(36, 99, 19)
(36, 91, 16)
(36, 75, 50)
(36, 78, 16)
(36, 47, 39)
(36, 94, 7)
(36, 67, 22)
(36, 60, 15)
(36, 56, 37)
(36, 45, 47)
(36, 61, 25)
(36, 93, 10)
(36, 89, 49)
(36, 51, 34)
(36, 55, 24)
(36, 77, 26)
(36, 71, 17)
(36, 72, 28)
(36, 39, 44)
(36, 97, 25)
(36, 96, 33)
(36, 42, 27)
(36, 63, 3)
(36, 70, 47)
(36, 87, 36)
(36, 46, 11)
(36, 82, 48)
(36, 40, 4)
(36, 85, 17)
(36, 64, 27)
(36, 43, 18)
(36, 65, 3)
(36, 48, 33)
(36, 80, 11)
(36, 38, 46)
(36, 73, 15)
(36, 53, 12)
(36, 50, 44)
(36, 83, 42)
(36, 98, 17)
(36, 76, 15)
(36, 74, 44)
(36, 86, 3)
(36, 37, 43)
(36, 54, 19)
(36, 58, 31)
(36, 90, 25)
(37, 86, 23)
(37, 59, 16)
(37, 54, 12)
(37, 70, 4)
(37, 78, 5)
(37, 58, 40)
(37, 94, 15)
(37, 67, 40)
(37, 92, 29)
(37, 73, 39)
(37, 68, 3)
(37, 82, 39)
(37, 69, 43)
(37, 76, 9)
(37, 91, 40)
(37, 66, 36)
(37, 77, 10)
(37, 95, 46)
(37, 41, 14)
(37, 51, 29)
(37, 42, 15)
(37, 88, 25)
(37, 60, 34)
(37, 47, 14)
(37, 65, 27)
(37, 52, 45)
(37, 55, 48)
(37, 63, 49)
(37, 64, 8)
(37, 45, 2)
(37, 50, 15)
(37, 44, 40)
(37, 90, 26)
(37, 87, 45)
(37, 74, 42)
(37, 93, 39)
(37, 40, 11)
(37, 57, 5)
(37, 98, 1)
(37, 72, 32)
(37, 62, 16)
(37, 81, 24)
(37, 38, 23)
(37, 80, 7)
(37, 79, 4)
(37, 96, 40)
(37, 61, 9)
(37, 84, 25)
(37, 39, 25)
(37, 56, 21)
(37, 99, 49)
(37, 89, 41)
(37, 97, 8)
(37, 49, 45)
(37, 53, 9)
(37, 43, 8)
(37, 71, 2)
(37, 85, 43)
(37, 75, 43)
(37, 83, 18)
(37, 46, 49)
(37, 48, 31)
(38, 92, 7)
(38, 52, 25)
(38, 53, 8)
(38, 82, 31)
(38, 45, 26)
(38, 72, 10)
(38, 77, 11)
(38, 46, 22)
(38, 70, 28)
(38, 42, 38)
(38, 95, 6)
(38, 83, 18)
(38, 86, 35)
(38, 41, 33)
(38, 71, 28)
(38, 48, 36)
(38, 50, 43)
(38, 98, 5)
(38, 47, 43)
(38, 67, 6)
(38, 59, 35)
(38, 69, 25)
(38, 51, 27)
(38, 75, 12)
(38, 74, 24)
(38, 43, 48)
(38, 68, 3)
(38, 66, 48)
(38, 85, 38)
(38, 62, 24)
(38, 54, 17)
(38, 73, 26)
(38, 81, 25)
(38, 49, 23)
(38, 97, 30)
(38, 63, 4)
(38, 64, 40)
(38, 80, 43)
(38, 76, 23)
(38, 44, 18)
(38, 79, 15)
(38, 87, 8)
(38, 88, 13)
(38, 56, 17)
(38, 55, 26)
(38, 61, 24)
(38, 90, 12)
(38, 58, 47)
(38, 91, 47)
(38, 65, 50)
(38, 96, 16)
(38, 39, 8)
(38, 60, 45)
(38, 78, 16)
(38, 93, 31)
(38, 94, 36)
(38, 89, 12)
(38, 40, 49)
(38, 57, 27)
(38, 99, 31)
(38, 84, 49)
(39, 46, 47)
(39, 65, 6)
(39, 57, 12)
(39, 72, 2)
(39, 84, 29)
(39, 77, 39)
(39, 89, 44)
(39, 49, 35)
(39, 56, 10)
(39, 67, 5)
(39, 47, 7)
(39, 78, 31)
(39, 55, 7)
(39, 85, 29)
(39, 48, 32)
(39, 52, 43)
(39, 59, 20)
(39, 44, 34)
(39, 70, 38)
(39, 93, 7)
(39, 90, 24)
(39, 54, 38)
(39, 53, 2)
(39, 61, 14)
(39, 69, 9)
(39, 68, 37)
(39, 50, 23)
(39, 83, 46)
(39, 62, 25)
(39, 63, 2)
(39, 87, 21)
(39, 60, 7)
(39, 80, 45)
(39, 79, 48)
(39, 99, 33)
(39, 74, 4)
(39, 81, 26)
(39, 86, 9)
(39, 64, 8)
(39, 43, 29)
(39, 45, 7)
(39, 41, 1)
(39, 40, 28)
(39, 96, 4)
(39, 75, 12)
(39, 66, 20)
(39, 42, 17)
(39, 51, 12)
(39, 73, 46)
(39, 76, 28)
(39, 58, 8)
(39, 95, 45)
(39, 98, 3)
(39, 91, 46)
(39, 97, 48)
(39, 71, 1)
(39, 82, 30)
(39, 94, 31)
(39, 92, 47)
(39, 88, 26)
(40, 48, 5)
(40, 78, 31)
(40, 54, 43)
(40, 56, 25)
(40, 51, 18)
(40, 91, 28)
(40, 44, 29)
(40, 73, 7)
(40, 64, 46)
(40, 71, 13)
(40, 53, 31)
(40, 43, 44)
(40, 59, 9)
(40, 66, 18)
(40, 82, 23)
(40, 67, 50)
(40, 72, 25)
(40, 85, 15)
(40, 96, 1)
(40, 83, 17)
(40, 92, 39)
(40, 47, 6)
(40, 68, 11)
(40, 46, 31)
(40, 50, 38)
(40, 79, 7)
(40, 52, 34)
(40, 88, 9)
(40, 90, 8)
(40, 42, 42)
(40, 70, 34)
(40, 55, 9)
(40, 76, 42)
(40, 77, 48)
(40, 93, 43)
(40, 49, 29)
(40, 87, 12)
(40, 98, 17)
(40, 69, 42)
(40, 74, 26)
(40, 61, 10)
(40, 86, 4)
(40, 62, 8)
(40, 75, 10)
(40, 95, 37)
(40, 65, 7)
(40, 89, 3)
(40, 57, 10)
(40, 81, 6)
(40, 63, 39)
(40, 94, 47)
(40, 58, 49)
(40, 99, 35)
(40, 97, 49)
(40, 41, 49)
(40, 80, 29)
(40, 60, 44)
(40, 45, 21)
(40, 84, 22)
(41, 55, 15)
(41, 53, 27)
(41, 64, 1)
(41, 91, 14)
(41, 65, 37)
(41, 85, 47)
(41, 97, 14)
(41, 42, 38)
(41, 51, 13)
(41, 83, 26)
(41, 89, 4)
(41, 79, 18)
(41, 49, 44)
(41, 47, 44)
(41, 75, 41)
(41, 61, 16)
(41, 43, 9)
(41, 52, 19)
(41, 84, 3)
(41, 71, 50)
(41, 46, 34)
(41, 70, 49)
(41, 59, 25)
(41, 72, 5)
(41, 73, 17)
(41, 66, 35)
(41, 82, 35)
(41, 93, 31)
(41, 99, 1)
(41, 54, 2)
(41, 87, 32)
(41, 56, 47)
(41, 81, 31)
(41, 86, 1)
(41, 74, 34)
(41, 44, 15)
(41, 62, 2)
(41, 77, 10)
(41, 57, 13)
(41, 92, 49)
(41, 45, 31)
(41, 96, 2)
(41, 80, 42)
(41, 76, 34)
(41, 68, 1)
(41, 58, 42)
(41, 63, 41)
(41, 67, 34)
(41, 95, 41)
(41, 69, 29)
(41, 94, 36)
(41, 50, 25)
(41, 60, 15)
(41, 88, 4)
(41, 48, 21)
(41, 98, 9)
(41, 78, 14)
(41, 90, 48)
(42, 76, 24)
(42, 87, 14)
(42, 51, 10)
(42, 61, 32)
(42, 81, 11)
(42, 60, 38)
(42, 46, 49)
(42, 94, 30)
(42, 90, 26)
(42, 54, 26)
(42, 66, 26)
(42, 57, 21)
(42, 89, 9)
(42, 96, 32)
(42, 56, 17)
(42, 92, 1)
(42, 91, 36)
(42, 80, 6)
(42, 45, 26)
(42, 99, 23)
(42, 55, 33)
(42, 98, 27)
(42, 78, 4)
(42, 71, 22)
(42, 53, 22)
(42, 64, 28)
(42, 63, 32)
(42, 77, 50)
(42, 59, 21)
(42, 95, 32)
(42, 70, 18)
(42, 73, 50)
(42, 79, 3)
(42, 68, 32)
(42, 58, 31)
(42, 72, 28)
(42, 88, 12)
(42, 82, 22)
(42, 65, 16)
(42, 86, 1)
(42, 49, 47)
(42, 62, 4)
(42, 47, 3)
(42, 43, 29)
(42, 83, 37)
(42, 75, 18)
(42, 93, 37)
(42, 85, 21)
(42, 97, 29)
(42, 84, 35)
(42, 44, 26)
(42, 74, 8)
(42, 69, 39)
(42, 52, 3)
(42, 67, 22)
(42, 50, 26)
(42, 48, 21)
(43, 64, 40)
(43, 82, 20)
(43, 44, 18)
(43, 48, 28)
(43, 78, 18)
(43, 74, 4)
(43, 95, 40)
(43, 77, 37)
(43, 49, 21)
(43, 57, 37)
(43, 80, 22)
(43, 86, 39)
(43, 55, 43)
(43, 75, 45)
(43, 98, 34)
(43, 71, 5)
(43, 56, 17)
(43, 83, 29)
(43, 90, 23)
(43, 67, 39)
(43, 81, 37)
(43, 79, 12)
(43, 58, 40)
(43, 72, 34)
(43, 92, 22)
(43, 76, 20)
(43, 89, 17)
(43, 97, 42)
(43, 84, 22)
(43, 94, 11)
(43, 50, 39)
(43, 52, 23)
(43, 73, 13)
(43, 87, 12)
(43, 62, 22)
(43, 47, 17)
(43, 66, 6)
(43, 69, 6)
(43, 45, 24)
(43, 65, 15)
(43, 63, 13)
(43, 53, 22)
(43, 91, 47)
(43, 51, 15)
(43, 96, 22)
(43, 61, 6)
(43, 88, 30)
(43, 60, 11)
(43, 70, 36)
(43, 93, 20)
(43, 54, 40)
(43, 85, 16)
(43, 99, 9)
(43, 68, 47)
(43, 59, 2)
(43, 46, 32)
(44, 93, 37)
(44, 99, 4)
(44, 78, 20)
(44, 89, 2)
(44, 66, 28)
(44, 69, 45)
(44, 50, 26)
(44, 98, 24)
(44, 55, 33)
(44, 64, 41)
(44, 46, 5)
(44, 87, 33)
(44, 76, 8)
(44, 53, 37)
(44, 96, 20)
(44, 45, 28)
(44, 83, 28)
(44, 59, 39)
(44, 61, 7)
(44, 88, 39)
(44, 82, 40)
(44, 72, 36)
(44, 71, 22)
(44, 75, 15)
(44, 47, 5)
(44, 57, 16)
(44, 58, 25)
(44, 81, 28)
(44, 48, 48)
(44, 51, 3)
(44, 67, 10)
(44, 54, 3)
(44, 77, 41)
(44, 49, 5)
(44, 52, 22)
(44, 74, 49)
(44, 73, 25)
(44, 63, 42)
(44, 91, 42)
(44, 92, 45)
(44, 60, 45)
(44, 97, 34)
(44, 68, 44)
(44, 65, 49)
(44, 84, 4)
(44, 70, 14)
(44, 85, 10)
(44, 95, 24)
(44, 86, 17)
(44, 94, 43)
(44, 90, 49)
(44, 79, 32)
(44, 62, 22)
(44, 80, 43)
(44, 56, 23)
(45, 96, 3)
(45, 50, 12)
(45, 99, 50)
(45, 57, 47)
(45, 72, 24)
(45, 54, 19)
(45, 68, 44)
(45, 60, 30)
(45, 89, 32)
(45, 61, 47)
(45, 83, 44)
(45, 65, 38)
(45, 63, 6)
(45, 67, 43)
(45, 48, 36)
(45, 79, 30)
(45, 78, 13)
(45, 95, 47)
(45, 97, 28)
(45, 51, 13)
(45, 93, 38)
(45, 64, 4)
(45, 47, 23)
(45, 87, 1)
(45, 82, 33)
(45, 76, 15)
(45, 92, 46)
(45, 75, 30)
(45, 81, 27)
(45, 94, 7)
(45, 86, 29)
(45, 66, 7)
(45, 71, 19)
(45, 53, 44)
(45, 90, 14)
(45, 69, 17)
(45, 62, 18)
(45, 73, 6)
(45, 91, 36)
(45, 80, 25)
(45, 55, 26)
(45, 77, 9)
(45, 98, 47)
(45, 46, 28)
(45, 74, 13)
(45, 84, 8)
(45, 85, 10)
(45, 52, 17)
(45, 70, 4)
(45, 59, 47)
(45, 88, 19)
(45, 56, 41)
(45, 58, 24)
(45, 49, 23)
(46, 82, 27)
(46, 73, 30)
(46, 58, 16)
(46, 61, 12)
(46, 98, 14)
(46, 70, 39)
(46, 88, 45)
(46, 68, 43)
(46, 55, 28)
(46, 66, 7)
(46, 51, 12)
(46, 78, 50)
(46, 91, 7)
(46, 86, 38)
(46, 50, 45)
(46, 75, 37)
(46, 99, 30)
(46, 84, 35)
(46, 76, 7)
(46, 63, 9)
(46, 53, 7)
(46, 52, 26)
(46, 90, 12)
(46, 47, 7)
(46, 65, 11)
(46, 72, 14)
(46, 62, 25)
(46, 95, 42)
(46, 74, 33)
(46, 94, 44)
(46, 69, 7)
(46, 81, 33)
(46, 96, 32)
(46, 49, 35)
(46, 57, 14)
(46, 48, 49)
(46, 59, 41)
(46, 56, 28)
(46, 93, 43)
(46, 60, 50)
(46, 87, 28)
(46, 77, 9)
(46, 80, 2)
(46, 64, 22)
(46, 54, 11)
(46, 85, 12)
(46, 89, 25)
(46, 79, 36)
(46, 67, 5)
(46, 83, 36)
(46, 71, 50)
(46, 92, 1)
(46, 97, 20)
(47, 82, 37)
(47, 75, 3)
(47, 71, 23)
(47, 63, 7)
(47, 91, 37)
(47, 64, 5)
(47, 72, 32)
(47, 87, 39)
(47, 85, 29)
(47, 92, 34)
(47, 79, 4)
(47, 88, 1)
(47, 68, 27)
(47, 51, 20)
(47, 86, 29)
(47, 49, 44)
(47, 58, 47)
(47, 93, 22)
(47, 80, 38)
(47, 89, 48)
(47, 78, 27)
(47, 70, 24)
(47, 97, 7)
(47, 62, 44)
(47, 69, 11)
(47, 76, 15)
(47, 66, 40)
(47, 53, 17)
(47, 67, 41)
(47, 61, 19)
(47, 77, 17)
(47, 98, 30)
(47, 65, 37)
(47, 96, 42)
(47, 59, 6)
(47, 94, 21)
(47, 54, 10)
(47, 73, 13)
(47, 60, 34)
(47, 95, 35)
(47, 83, 32)
(47, 84, 43)
(47, 99, 34)
(47, 81, 46)
(47, 50, 14)
(47, 90, 17)
(47, 55, 44)
(47, 56, 2)
(47, 52, 1)
(47, 57, 38)
(47, 74, 5)
(47, 48, 8)
(48, 68, 39)
(48, 83, 37)
(48, 64, 31)
(48, 82, 25)
(48, 55, 37)
(48, 59, 2)
(48, 66, 28)
(48, 90, 41)
(48, 70, 29)
(48, 80, 23)
(48, 77, 9)
(48, 79, 4)
(48, 73, 49)
(48, 65, 43)
(48, 86, 42)
(48, 58, 22)
(48, 69, 2)
(48, 99, 45)
(48, 92, 13)
(48, 51, 36)
(48, 74, 39)
(48, 78, 9)
(48, 54, 5)
(48, 88, 27)
(48, 84, 48)
(48, 60, 50)
(48, 87, 27)
(48, 56, 4)
(48, 98, 48)
(48, 62, 38)
(48, 75, 18)
(48, 93, 8)
(48, 71, 37)
(48, 95, 5)
(48, 85, 21)
(48, 76, 45)
(48, 91, 25)
(48, 72, 8)
(48, 57, 2)
(48, 52, 45)
(48, 63, 10)
(48, 61, 35)
(48, 97, 12)
(48, 50, 16)
(48, 53, 42)
(48, 96, 36)
(48, 89, 38)
(48, 67, 22)
(48, 94, 24)
(48, 49, 13)
(48, 81, 19)
(49, 55, 49)
(49, 75, 49)
(49, 58, 37)
(49, 74, 43)
(49, 71, 28)
(49, 93, 31)
(49, 56, 4)
(49, 96, 33)
(49, 60, 34)
(49, 89, 17)
(49, 69, 21)
(49, 92, 20)
(49, 57, 34)
(49, 76, 40)
(49, 50, 24)
(49, 70, 38)
(49, 85, 7)
(49, 53, 18)
(49, 54, 14)
(49, 78, 29)
(49, 73, 50)
(49, 91, 45)
(49, 68, 36)
(49, 59, 45)
(49, 83, 49)
(49, 98, 13)
(49, 81, 8)
(49, 84, 27)
(49, 52, 40)
(49, 87, 4)
(49, 88, 2)
(49, 63, 30)
(49, 80, 13)
(49, 61, 45)
(49, 97, 43)
(49, 64, 20)
(49, 77, 46)
(49, 67, 26)
(49, 82, 50)
(49, 66, 39)
(49, 99, 24)
(49, 65, 33)
(49, 51, 5)
(49, 95, 47)
(49, 79, 41)
(49, 72, 14)
(49, 90, 42)
(49, 62, 16)
(49, 86, 1)
(49, 94, 28)
(50, 56, 39)
(50, 80, 35)
(50, 55, 43)
(50, 59, 7)
(50, 62, 8)
(50, 73, 35)
(50, 57, 14)
(50, 75, 36)
(50, 66, 3)
(50, 89, 26)
(50, 99, 24)
(50, 95, 30)
(50, 81, 19)
(50, 87, 47)
(50, 58, 19)
(50, 61, 3)
(50, 83, 11)
(50, 72, 5)
(50, 77, 21)
(50, 67, 4)
(50, 64, 5)
(50, 74, 13)
(50, 69, 11)
(50, 96, 19)
(50, 54, 1)
(50, 70, 18)
(50, 82, 7)
(50, 51, 17)
(50, 53, 34)
(50, 63, 18)
(50, 92, 40)
(50, 90, 15)
(50, 86, 11)
(50, 60, 20)
(50, 98, 17)
(50, 88, 8)
(50, 85, 12)
(50, 52, 12)
(50, 97, 8)
(50, 91, 30)
(50, 79, 35)
(50, 65, 32)
(50, 71, 41)
(50, 94, 47)
(50, 78, 11)
(50, 84, 36)
(50, 76, 12)
(50, 93, 32)
(50, 68, 11)
(51, 82, 35)
(51, 99, 27)
(51, 64, 36)
(51, 98, 40)
(51, 53, 4)
(51, 67, 27)
(51, 93, 37)
(51, 56, 33)
(51, 55, 21)
(51, 84, 10)
(51, 91, 18)
(51, 69, 39)
(51, 68, 33)
(51, 90, 25)
(51, 58, 34)
(51, 62, 46)
(51, 76, 5)
(51, 81, 46)
(51, 83, 43)
(51, 75, 42)
(51, 52, 4)
(51, 80, 2)
(51, 66, 25)
(51, 86, 45)
(51, 70, 23)
(51, 89, 23)
(51, 97, 1)
(51, 85, 35)
(51, 59, 4)
(51, 77, 14)
(51, 60, 13)
(51, 74, 18)
(51, 92, 23)
(51, 88, 49)
(51, 54, 27)
(51, 57, 41)
(51, 94, 38)
(51, 65, 42)
(51, 87, 27)
(51, 71, 17)
(51, 73, 24)
(51, 61, 27)
(51, 72, 36)
(51, 78, 24)
(51, 79, 9)
(51, 96, 4)
(51, 63, 19)
(51, 95, 19)
(52, 63, 28)
(52, 83, 30)
(52, 90, 26)
(52, 78, 32)
(52, 68, 48)
(52, 96, 49)
(52, 70, 31)
(52, 94, 28)
(52, 81, 7)
(52, 80, 20)
(52, 93, 38)
(52, 75, 49)
(52, 71, 49)
(52, 98, 43)
(52, 88, 37)
(52, 67, 37)
(52, 82, 38)
(52, 85, 4)
(52, 56, 42)
(52, 69, 6)
(52, 84, 41)
(52, 77, 11)
(52, 57, 16)
(52, 58, 5)
(52, 79, 25)
(52, 99, 24)
(52, 61, 2)
(52, 53, 30)
(52, 76, 44)
(52, 65, 1)
(52, 74, 21)
(52, 72, 24)
(52, 91, 29)
(52, 95, 31)
(52, 87, 46)
(52, 86, 49)
(52, 54, 50)
(52, 73, 12)
(52, 97, 28)
(52, 59, 31)
(52, 89, 47)
(52, 62, 33)
(52, 55, 9)
(52, 60, 6)
(52, 92, 44)
(52, 66, 30)
(52, 64, 22)
(53, 87, 23)
(53, 81, 31)
(53, 89, 47)
(53, 99, 17)
(53, 79, 10)
(53, 86, 44)
(53, 80, 33)
(53, 59, 45)
(53, 60, 9)
(53, 75, 10)
(53, 66, 15)
(53, 68, 16)
(53, 95, 26)
(53, 91, 4)
(53, 88, 4)
(53, 61, 50)
(53, 83, 2)
(53, 55, 21)
(53, 82, 19)
(53, 98, 37)
(53, 70, 18)
(53, 93, 1)
(53, 76, 29)
(53, 92, 11)
(53, 77, 22)
(53, 62, 27)
(53, 74, 34)
(53, 54, 45)
(53, 94, 29)
(53, 71, 35)
(53, 67, 41)
(53, 72, 43)
(53, 63, 41)
(53, 69, 17)
(53, 96, 17)
(53, 84, 36)
(53, 56, 29)
(53, 97, 25)
(53, 90, 34)
(53, 85, 33)
(53, 65, 34)
(53, 73, 4)
(53, 64, 24)
(53, 58, 28)
(53, 57, 24)
(53, 78, 8)
(54, 68, 9)
(54, 93, 28)
(54, 63, 46)
(54, 56, 25)
(54, 74, 10)
(54, 80, 48)
(54, 97, 9)
(54, 96, 5)
(54, 94, 26)
(54, 78, 1)
(54, 72, 11)
(54, 76, 33)
(54, 86, 6)
(54, 55, 30)
(54, 85, 5)
(54, 92, 29)
(54, 83, 22)
(54, 75, 3)
(54, 70, 10)
(54, 59, 31)
(54, 66, 32)
(54, 64, 23)
(54, 95, 32)
(54, 77, 20)
(54, 98, 16)
(54, 58, 25)
(54, 62, 29)
(54, 79, 27)
(54, 69, 24)
(54, 65, 33)
(54, 89, 21)
(54, 82, 31)
(54, 67, 48)
(54, 90, 32)
(54, 60, 23)
(54, 84, 26)
(54, 87, 25)
(54, 71, 35)
(54, 91, 6)
(54, 81, 39)
(54, 88, 11)
(54, 57, 39)
(54, 99, 37)
(54, 61, 6)
(54, 73, 10)
(55, 64, 13)
(55, 84, 10)
(55, 83, 42)
(55, 85, 50)
(55, 57, 36)
(55, 69, 38)
(55, 88, 12)
(55, 92, 44)
(55, 70, 50)
(55, 98, 17)
(55, 61, 28)
(55, 90, 47)
(55, 59, 44)
(55, 77, 35)
(55, 76, 11)
(55, 78, 40)
(55, 72, 19)
(55, 66, 45)
(55, 86, 2)
(55, 93, 7)
(55, 87, 44)
(55, 80, 30)
(55, 99, 49)
(55, 89, 6)
(55, 67, 15)
(55, 63, 50)
(55, 79, 18)
(55, 56, 16)
(55, 81, 39)
(55, 94, 41)
(55, 96, 14)
(55, 73, 1)
(55, 82, 4)
(55, 75, 37)
(55, 65, 18)
(55, 95, 21)
(55, 62, 7)
(55, 71, 49)
(55, 60, 44)
(55, 58, 28)
(55, 91, 36)
(55, 68, 33)
(55, 97, 32)
(55, 74, 22)
(56, 96, 20)
(56, 57, 46)
(56, 60, 25)
(56, 79, 19)
(56, 80, 45)
(56, 82, 43)
(56, 91, 19)
(56, 61, 43)
(56, 89, 16)
(56, 74, 28)
(56, 65, 50)
(56, 71, 34)
(56, 94, 18)
(56, 81, 8)
(56, 93, 20)
(56, 73, 4)
(56, 62, 10)
(56, 77, 18)
(56, 58, 26)
(56, 78, 49)
(56, 67, 1)
(56, 92, 15)
(56, 59, 24)
(56, 76, 35)
(56, 86, 8)
(56, 64, 50)
(56, 63, 33)
(56, 68, 38)
(56, 99, 8)
(56, 66, 6)
(56, 83, 43)
(56, 97, 30)
(56, 70, 46)
(56, 84, 49)
(56, 72, 7)
(56, 85, 20)
(56, 75, 26)
(56, 69, 25)
(56, 95, 48)
(56, 98, 42)
(56, 90, 20)
(56, 87, 7)
(56, 88, 40)
(57, 63, 20)
(57, 75, 16)
(57, 66, 5)
(57, 90, 29)
(57, 98, 50)
(57, 70, 28)
(57, 62, 22)
(57, 59, 45)
(57, 91, 27)
(57, 71, 39)
(57, 72, 26)
(57, 79, 29)
(57, 82, 47)
(57, 87, 29)
(57, 81, 12)
(57, 67, 12)
(57, 74, 49)
(57, 97, 47)
(57, 83, 27)
(57, 65, 20)
(57, 85, 10)
(57, 58, 46)
(57, 60, 49)
(57, 95, 31)
(57, 64, 27)
(57, 77, 5)
(57, 73, 49)
(57, 99, 29)
(57, 92, 21)
(57, 96, 24)
(57, 80, 25)
(57, 76, 34)
(57, 93, 27)
(57, 89, 17)
(57, 61, 33)
(57, 86, 19)
(57, 69, 34)
(57, 88, 11)
(57, 68, 47)
(57, 94, 26)
(57, 78, 19)
(57, 84, 39)
(58, 97, 4)
(58, 91, 19)
(58, 89, 26)
(58, 81, 3)
(58, 63, 37)
(58, 78, 20)
(58, 83, 42)
(58, 68, 17)
(58, 95, 16)
(58, 69, 22)
(58, 64, 27)
(58, 73, 11)
(58, 60, 31)
(58, 65, 29)
(58, 62, 45)
(58, 76, 50)
(58, 71, 24)
(58, 77, 45)
(58, 67, 27)
(58, 66, 8)
(58, 82, 38)
(58, 70, 2)
(58, 92, 50)
(58, 87, 2)
(58, 93, 6)
(58, 86, 16)
(58, 72, 2)
(58, 96, 16)
(58, 94, 48)
(58, 98, 50)
(58, 61, 23)
(58, 85, 31)
(58, 75, 18)
(58, 99, 50)
(58, 79, 23)
(58, 80, 10)
(58, 84, 20)
(58, 90, 44)
(58, 74, 14)
(58, 88, 12)
(58, 59, 5)
(59, 95, 42)
(59, 65, 5)
(59, 90, 8)
(59, 82, 44)
(59, 77, 45)
(59, 72, 4)
(59, 63, 37)
(59, 96, 39)
(59, 88, 33)
(59, 71, 16)
(59, 92, 48)
(59, 70, 48)
(59, 87, 12)
(59, 73, 38)
(59, 98, 35)
(59, 60, 11)
(59, 85, 7)
(59, 99, 46)
(59, 89, 33)
(59, 61, 47)
(59, 68, 45)
(59, 75, 3)
(59, 69, 26)
(59, 86, 2)
(59, 93, 23)
(59, 94, 17)
(59, 64, 10)
(59, 78, 14)
(59, 83, 45)
(59, 74, 40)
(59, 80, 50)
(59, 91, 34)
(59, 62, 28)
(59, 76, 33)
(59, 66, 24)
(59, 84, 30)
(59, 67, 15)
(59, 81, 34)
(59, 97, 20)
(59, 79, 4)
(60, 95, 50)
(60, 68, 50)
(60, 85, 45)
(60, 81, 10)
(60, 63, 43)
(60, 96, 30)
(60, 83, 48)
(60, 90, 17)
(60, 66, 24)
(60, 71, 37)
(60, 82, 48)
(60, 88, 46)
(60, 86, 23)
(60, 78, 37)
(60, 73, 28)
(60, 97, 49)
(60, 74, 5)
(60, 79, 9)
(60, 94, 35)
(60, 76, 28)
(60, 69, 48)
(60, 91, 22)
(60, 65, 22)
